id,origin,status,split,split_group,basic_functionalities,types,parts,composition_level,industry,staff_data_scientist,staff_architect,staff_consultant,staff_software_engineer,estimated_months_to_finish,input_tokens,output_tokens,total_tokens,gpt54_no_cache_usd,client_satisfaction,impact_recognized,roi_satisfaction,future_impact_potential,delivery_quality,pseudo_reward,pseudo_roi_pct
wave3_t095_combo4_faq_adaptive_basic-recommend_deep__ind-retail,catalog_designed_simulation,planned_unmeasured,test,74c813769a8af410685e964928e4627dc9039e5896024de7a3793f04b0ad380a,AI customer support + Guided onboarding + Personalized discovery + Research,faq + adaptive + deep,faq + adaptive + basic:recommend + deep,BTI,retail,0.35,0.175,0.175,0.875,1.25,,,,,5,3,0,0,2,0.51,81.25
wave3_t096_combo4_deep_interests_feedback_extract__ind-energy,catalog_designed_simulation,planned_unmeasured,train,999a97449e15226b652273ff5e6f3deaf93db966204e3d8c4309a3c46ae7fdfa,Research + Personalized discovery + Customer insights + Document automation,deep + interests + feedback + extract,deep + interests + feedback + extract,BTI,energy,0.35,0.175,0.175,0.875,1.25,,,,,5,5,5,1,5,0.92,211.11111111111111
wave3_t097_single_basic-search,catalog_designed_simulation,planned_unmeasured,train,450182d7ffc70da162a5169e56b8b17b01604623cd06a150f91b11ee5c77ce1e,Smart product search,,basic:search,B,,0.2,0.1,0.1,0.5,0.5,,,,,0,0,2,1,5,0.25,440.0
wave3_t098_single_semantic,catalog_designed_simulation,planned_unmeasured,train,9e9e81cc52f490feb3a37a5937c72ead75f682a895f7ba2218431f4f2b1b4927,Smart product search,semantic,semantic,BT,,0.2,0.1,0.1,0.5,0.5,,,,,5,2,3,1,3,0.63,18.75
wave3_t099_single_web__ind-healthcare,catalog_designed_simulation,planned_unmeasured,validation,7765637bb30e14f78d0a1fb14e23e183c163270ef19ba2484e945cee6276892f,Research,web,web,BTI,healthcare,0.2,0.1,0.1,0.5,0.5,,,,,5,0,5,5,5,0.75,-40.0
wave3_t100_combo4_basic-onboard_basic-support_basic-recommend_basic-documents,catalog_designed_simulation,planned_unmeasured,train,af29cb165f11d6c3dd2c3789dbf6b938612edf1b6ca8f759ff43d9cf29889707,Guided onboarding + AI customer support + Personalized discovery + Document automation,,basic:onboard + basic:support + basic:recommend + basic:documents,B,,0.35,0.175,0.175,0.875,1.25,,,,,5,3,0,0,3,0.54,55.55555555555556
wave3_t101_combo4_basic-onboard_basic-support_basic-search_basic-recommend__ind-healthcare,catalog_designed_simulation,planned_unmeasured,train,c8dc1992ea6b4362291a58e52455b1d00c343debfd2884442c6c7c3aadcee01a,Guided onboarding + AI customer support + Smart product search + Personalized discovery,,basic:onboard + basic:support + basic:search + basic:recommend,BI,healthcare,0.35,0.175,0.175,0.875,1.25,,,,,0,3,3,4,3,0.44,40.0
wave3_t102_combo4_deep_journey_basic-support_extract,catalog_designed_simulation,planned_unmeasured,train,0bf6788f5a64820e4b1bd4cde4c6458073b6dfae1d33d8dd207664d855609316,Research + Personalized discovery + AI customer support + Document automation,deep + journey + extract,deep + journey + basic:support + extract,BT,,0.35,0.175,0.175,0.875,1.25,,,,,3,4,3,5,3,0.6900000000000001,300.0
wave3_t103_combo4_semantic_journey_basic-documents_feedback__ind-telecom,catalog_designed_simulation,planned_unmeasured,train,8ddea1a11b7e7b96520b1a8acc508e9c49da074c5575299464d5e9e8bedd5d41,Smart product search + Personalized discovery + Document automation + Customer insights,semantic + journey + feedback,semantic + journey + basic:documents + feedback,BTI,telecom,0.35,0.175,0.175,0.875,1.25,,,,,3,1,4,1,2,0.47,-50.0
wave3_t104_combo4_compare_journey_normal_adaptive__ind-retail,catalog_designed_simulation,planned_unmeasured,test,576451b55982d78ba4f5930511395a3caf05901c0537a94069a07bba161fed1b,Smart product search + Personalized discovery + Research + Guided onboarding,compare + journey + normal + adaptive,compare + journey + normal + adaptive,BTI,retail,0.35,0.175,0.175,0.875,1.25,,,,,0,4,1,4,0,0.32,73.33333333333333
wave3_t105_single_basic-support,catalog_designed_simulation,planned_unmeasured,train,000057e8fdddf7db6636b8d158ad8acd1e065371e38f776ce0efd08fce33165d,AI customer support,,basic:support,B,,0.2,0.1,0.1,0.5,0.5,,,,,0,2,0,2,5,0.29,-57.142857142857146
wave3_t106_single_sentiment,catalog_designed_simulation,planned_unmeasured,train,f79ba67cb9b1aea28c16e543097153c76126e892d90dfdddf40bf8ff4509e034,Customer insights,sentiment,sentiment,BT,,0.2,0.1,0.1,0.5,0.5,,,,,3,5,0,1,3,0.54,-66.66666666666667
wave3_t107_single_journey__ind-insurance,catalog_designed_simulation,planned_unmeasured,validation,c510ec8f854eb60d566afef61363509b487ae81eb9467b08d4f0de7ede0e7b3c,Personalized discovery,journey,journey,BTI,insurance,0.2,0.1,0.1,0.5,0.5,,,,,5,1,0,3,1,0.44,162.5
wave3_t108_combo4_basic-research_basic-onboard_basic-insights_basic-support,catalog_designed_simulation,planned_unmeasured,train,5fd27c9d8557835f78c8f520f009e98ecce2a346467c2c92b5717b42dfa6ad63,Research + Guided onboarding + Customer insights + AI customer support,,basic:research + basic:onboard + basic:insights + basic:support,B,,0.35,0.175,0.175,0.875,1.25,,,,,0,5,4,2,3,0.54,150.0
wave3_t109_combo4_basic-research_basic-search_basic-documents_basic-insights__ind-energy,catalog_designed_simulation,planned_unmeasured,train,a35d9e2e5db56d32673d1fc23ce55bdb36b520049f805798c39b1668b4e97e73,Research + Smart product search + Document automation + Customer insights,,basic:research + basic:search + basic:documents + basic:insights,BI,energy,0.35,0.175,0.175,0.875,1.25,,,,,0,1,5,3,2,0.37,-25.0
wave3_t110_combo4_basic-search_interests_normal_faq,catalog_designed_simulation,planned_unmeasured,train,952a5d482b5dff7d6f6b46ea065e9540a566df8c7b93bf7d2f96fd828d9b7713,Smart product search + Personalized discovery + Research + AI customer support,interests + normal + faq,basic:search + interests + normal + faq,BT,,0.35,0.175,0.175,0.875,1.25,,,,,3,4,5,2,2,0.68,157.14285714285714
wave3_t111_combo4_compare_triage_basic-onboard_interests__ind-manufacturing,catalog_designed_simulation,planned_unmeasured,train,efecce570ff7fb79f47f903904e29f8dc06652db8b7b28318c55a0625be54b89,Smart product search + AI customer support + Guided onboarding + Personalized discovery,compare + triage + interests,compare + triage + basic:onboard + interests,BTI,manufacturing,0.35,0.175,0.175,0.875,1.25,,,,,0,3,0,0,1,0.18,20.0
wave3_t112_combo4_sentiment_adaptive_review_faq__ind-finance,catalog_designed_simulation,planned_unmeasured,train,32575ac877fe267f273b44b731ca9fbf9f2932c21ba9871a63c556ab9968bbbb,Customer insights + Guided onboarding + Document automation + AI customer support,sentiment + adaptive + review + faq,sentiment + adaptive + review + faq,BTI,finance,0.35,0.175,0.175,0.875,1.25,,,,,5,2,2,4,4,0.6799999999999999,433.3333333333333
wave3_t113_single_triage,catalog_designed_simulation,planned_unmeasured,test,3d07c4ffddbad0a81e087a52ba3cc79db852cd52ca3f6056b194b1d745401b11,AI customer support,triage,triage,BT,,0.2,0.1,0.1,0.5,0.5,,,,,2,3,3,5,4,0.61,21.428571428571427
wave3_t114_single_faq__ind-telecom,catalog_designed_simulation,planned_unmeasured,train,601a3aacfaaa68f851b25ae017b93e76311678ab6a7cdc618012bed90f0a685c,AI customer support,faq,faq,BTI,telecom,0.2,0.1,0.1,0.5,0.5,,,,,5,2,4,4,3,0.73,-33.333333333333336
wave3_t115_combo4_basic-documents_basic-recommend_basic-support_basic-search,catalog_designed_simulation,planned_unmeasured,validation,26d7097dfa288ad9872f047ebb2b15a4cc0f5b3e33c8030ab4ffa5900aeb8ce9,Document automation + Personalized discovery + AI customer support + Smart product search,,basic:documents + basic:recommend + basic:support + basic:search,B,,0.35,0.175,0.175,0.875,1.25,,,,,0,1,0,2,3,0.18,5.882352941176471
wave3_t116_combo4_basic-onboard_basic-support_basic-research_basic-recommend__ind-public_sector,catalog_designed_simulation,planned_unmeasured,validation,f5412145a501ff6ea04a756097b6d43a170457fbce19115220d87f7a977845bf,Guided onboarding + AI customer support + Research + Personalized discovery,,basic:onboard + basic:support + basic:research + basic:recommend,BI,public_sector,0.35,0.175,0.175,0.875,1.25,,,,,3,5,4,4,1,0.7,-57.142857142857146
wave3_t117_combo4_basic-research_guided_feedback_review,catalog_designed_simulation,planned_unmeasured,train,07dfea471f92573f3a988e9ac5dc154c0c28e0d97ee21932b7e2b77a1016fb14,Research + Guided onboarding + Customer insights + Document automation,guided + feedback + review,basic:research + guided + feedback + review,BT,,0.35,0.175,0.175,0.875,1.25,,,,,0,1,0,1,1,0.1,-50.0
wave3_t118_combo4_review_adaptive_basic-research_faq__ind-energy,catalog_designed_simulation,planned_unmeasured,train,0a4daec210c40d350dcc5fbf4b83e0fe6c4219be5507598206fbb3ac972e89c0,Document automation + Guided onboarding + Research + AI customer support,review + adaptive + faq,review + adaptive + basic:research + faq,BTI,energy,0.35,0.175,0.175,0.875,1.25,,,,,2,5,0,4,0,0.45,225.0
wave3_t119_combo4_web_guided_behavior_semantic__ind-insurance,catalog_designed_simulation,planned_unmeasured,train,70ee8e8ceb2dcb8119fbb81361b41a0de4ac926ccf4964f5bc0ab910ad93072d,Research + Guided onboarding + Personalized discovery + Smart product search,web + guided + behavior + semantic,web + guided + behavior + semantic,BTI,insurance,0.35,0.175,0.175,0.875,1.25,,,,,2,1,3,4,2,0.43000000000000005,733.3333333333334
wave3_t120_single_web,catalog_designed_simulation,planned_unmeasured,train,2a0d5e566c38f5a1eb7d71dd391184dd8a95f48d3f2b99f7f78bfbf340d6bf25,Research,web,web,BT,,0.2,0.1,0.1,0.5,0.5,,,,,0,5,1,5,3,0.48,266.6666666666667
wave3_t121_single_guided__ind-energy,catalog_designed_simulation,planned_unmeasured,test,9f87f2f2865054206fed1781ec96294b5bd52aa492028d7571867ba32ba7092c,Guided onboarding,guided,guided,BTI,energy,0.2,0.1,0.1,0.5,0.5,,,,,3,0,2,3,5,0.47,0.0
wave3_t122_combo4_basic-research_basic-documents_basic-insights_basic-onboard,catalog_designed_simulation,planned_unmeasured,train,24de5c91ede10c4a5a099921a3979cef7cd851fd0c1a17db4764689b268f12d4,Research + Document automation + Customer insights + Guided onboarding,,basic:research + basic:documents + basic:insights + basic:onboard,B,,0.35,0.175,0.175,0.875,1.25,,,,,2,5,0,4,1,0.48,233.33333333333334
wave3_t123_combo4_basic-documents_basic-insights_basic-search_basic-onboard__ind-manufacturing,catalog_designed_simulation,planned_unmeasured,train,b6400a9d8deadd9b5f26c205f726ac4c50c147b37d1dc22b6cbbe4c4315529de,Document automation + Customer insights + Smart product search + Guided onboarding,,basic:documents + basic:insights + basic:search + basic:onboard,BI,manufacturing,0.35,0.175,0.175,0.875,1.25,,,,,1,5,3,3,0,0.49000000000000005,7.142857142857143
wave3_t124_combo4_triage_feedback_adaptive_basic-recommend,catalog_designed_simulation,planned_unmeasured,validation,369c2da7ebabdb86b4071b7c8a953ec38aaec28cf8cd383bf58f210aaf9599d2,AI customer support + Customer insights + Guided onboarding + Personalized discovery,triage + feedback + adaptive,triage + feedback + adaptive + basic:recommend,BT,,0.35,0.175,0.175,0.875,1.25,,,,,3,4,1,3,2,0.54,75.0
wave3_t125_combo4_deep_extract_basic-support_sentiment__ind-healthcare,catalog_designed_simulation,planned_unmeasured,validation,ef4d6fcd1826f5314d4fe0d21331fdbe50b33daf084df95cc8b74eb34f0a8b45,Research + Document automation + AI customer support + Customer insights,deep + extract + sentiment,deep + extract + basic:support + sentiment,BTI,healthcare,0.35,0.175,0.175,0.875,1.25,,,,,1,3,0,1,2,0.29,68.75
wave3_t126_combo4_feedback_compare_extract_faq__ind-retail,catalog_designed_simulation,planned_unmeasured,validation,f83ecb59729184be18ecb28558f18aed12fe4431af299b0b7cdb4a57683d93ef,Customer insights + Smart product search + Document automation + AI customer support,feedback + compare + extract + faq,feedback + compare + extract + faq,BTI,retail,0.35,0.175,0.175,0.875,1.25,,,,,2,4,0,1,4,0.46,150.0
wave3_t127_single_extract__ind-insurance,catalog_designed_simulation,planned_unmeasured,train,813fa9a7c53637d6a848defbcbc80420f144a029582e0ce6b44c76b5d18d863c,Document automation,extract,extract,BTI,insurance,0.2,0.1,0.1,0.5,0.5,,,,,4,4,1,0,5,0.63,-16.666666666666668
wave3_t128_combo4_basic-onboard_basic-search_basic-recommend_basic-research,catalog_designed_simulation,planned_unmeasured,test,7f4604de487c73dd9a50e0675792af218c7fecd18be493ff93415838c9018a8c,Guided onboarding + Smart product search + Personalized discovery + Research,,basic:onboard + basic:search + basic:recommend + basic:research,B,,0.35,0.175,0.175,0.875,1.25,,,,,1,0,5,5,2,0.42000000000000004,58.8235294117647
wave3_t129_combo4_basic-research_basic-recommend_basic-insights_basic-support__ind-public_sector,catalog_designed_simulation,planned_unmeasured,test,b18683a7c2e47a599e5eb63538e936869f4fac1dd226643960b9697ea1c3309b,Research + Personalized discovery + Customer insights + AI customer support,,basic:research + basic:recommend + basic:insights + basic:support,BI,public_sector,0.35,0.175,0.175,0.875,1.25,,,,,5,3,1,3,3,0.64,260.0
wave3_t130_single_sentiment__ind-public_sector,catalog_designed_simulation,planned_unmeasured,train,9dee095bcf1c1592a4ce96eadea3827080234961469aaae227bb0fb23f1713eb,Customer insights,sentiment,sentiment,BTI,public_sector,0.2,0.1,0.1,0.5,0.5,,,,,2,5,1,2,4,0.57,33.333333333333336
wave3_t131_single_deep__ind-healthcare,catalog_designed_simulation,planned_unmeasured,test,9dbf1752030ec7bc186a1d575afe6e19cc7f441ae0b2097e861bd57d21918002,Research,deep,deep,BTI,healthcare,0.2,0.1,0.1,0.5,0.5,,,,,5,4,3,4,1,0.73,-57.142857142857146
wave3_t132_single_compare__ind-telecom,catalog_designed_simulation,planned_unmeasured,train,67e10648c1e0b3eea3e716909038d5e3243fee8f9a2a2a126c427126c5c495e9,Smart product search,compare,compare,BTI,telecom,0.2,0.1,0.1,0.5,0.5,,,,,5,4,2,3,4,0.76,113.33333333333333
wave3_t133_single_behavior__ind-manufacturing,catalog_designed_simulation,planned_unmeasured,train,89038b973ec8a480152cbba066f5ee30027213c5f79221ddb7863d51a72b67f7,Personalized discovery,behavior,behavior,BTI,manufacturing,0.2,0.1,0.1,0.5,0.5,,,,,5,2,5,0,1,0.63,-83.33333333333333
wave3_t134_single_review__ind-finance,catalog_designed_simulation,planned_unmeasured,train,5dadece815471bd986cce56c23fa81bd3841f4b495ccd66055969bcca7e1abd7,Document automation,review,review,BTI,finance,0.2,0.1,0.1,0.5,0.5,,,,,2,1,4,5,2,0.49,-83.33333333333333
wave3_t135_single_adaptive__ind-energy,catalog_designed_simulation,planned_unmeasured,test,f9cdbb7a23c703162246f5c3e4a5e46da9a9e088b1d5f80087bcc218d7f66b15,Guided onboarding,adaptive,adaptive,BTI,energy,0.2,0.1,0.1,0.5,0.5,,,,,1,1,3,3,0,0.29000000000000004,-83.33333333333333
wave3_t136_single_semantic__ind-retail,catalog_designed_simulation,planned_unmeasured,train,468f22a41bd11c923d92ea91e06b636ee95e4e846d4e7dc31da42330fe7028bb,Smart product search,semantic,semantic,BTI,retail,0.2,0.1,0.1,0.5,0.5,,,,,2,0,3,2,2,0.34,-60.0
wave3_t137_single_triage__ind-energy,catalog_designed_simulation,planned_unmeasured,train,4d5b364f8569e353de126ccd2029eeac6a5fe958459be0ff833ec1e8f1b819c0,AI customer support,triage,triage,BTI,energy,0.2,0.1,0.1,0.5,0.5,,,,,2,4,5,1,5,0.6900000000000001,64.28571428571429
wave3_t138_single_feedback__ind-public_sector,catalog_designed_simulation,planned_unmeasured,train,74a2c1d0154de252903fabf3cd7f7bfe8ba0a9c14fbd4e42127d686c08b1138c,Customer insights,feedback,feedback,BTI,public_sector,0.2,0.1,0.1,0.5,0.5,,,,,5,1,2,1,4,0.57,-6.25
wave3_t139_single_deep__ind-retail,catalog_designed_simulation,planned_unmeasured,test,db0617288d02f0c23f121af6461710b098b2dd3cb1d598db08c2a2aaab11aa38,Research,deep,deep,BTI,retail,0.2,0.1,0.1,0.5,0.5,,,,,5,3,3,4,1,0.68,87.5
wave3_t140_single_interests__ind-telecom,catalog_designed_simulation,planned_unmeasured,train,ab8c6a16d7af7848400a24295231e53eef6b52fba5cd16bb04551eb38a9d9819,Personalized discovery,interests,interests,BTI,telecom,0.2,0.1,0.1,0.5,0.5,,,,,3,5,0,0,2,0.49,20.0
wave3_t141_single_sentiment__ind-healthcare,catalog_designed_simulation,planned_unmeasured,test,35cf6af22f5cae2e6dde9586e923337afc1781674e55bccea9856fc6e736dbeb,Customer insights,sentiment,sentiment,BTI,healthcare,0.2,0.1,0.1,0.5,0.5,,,,,3,3,1,2,3,0.5,82.3529411764706
wave3_t142_single_web__ind-finance,catalog_designed_simulation,planned_unmeasured,test,0c427440f513a63ef0353ae5789e26be72aa6f9bd92f23e4f2bfdee067042ace,Research,web,web,BTI,finance,0.2,0.1,0.1,0.5,0.5,,,,,4,1,5,2,1,0.56,133.33333333333334
wave3_t143_single_triage__ind-insurance,catalog_designed_simulation,planned_unmeasured,validation,e97ca37f50ef72f9c0e0360895f4b810ae52579dad817b1a82a1d8df0c4c0f99,AI customer support,triage,triage,BTI,insurance,0.2,0.1,0.1,0.5,0.5,,,,,1,3,3,5,3,0.52,266.6666666666667
wave3_t144_single_journey__ind-manufacturing,catalog_designed_simulation,planned_unmeasured,train,06c7790ad9ec2bbf96dd16814b119498fcf48b366c8abbcbe42d022648a7a35e,Personalized discovery,journey,journey,BTI,manufacturing,0.2,0.1,0.1,0.5,0.5,,,,,3,1,4,4,3,0.56,90.0
wave3_t145_single_adaptive__ind-finance,catalog_designed_simulation,planned_unmeasured,train,5a26b8964be3874d4f47311e841fa317a5b9f312cf0b9cb4b27ee96c7b1260e1,Guided onboarding,adaptive,adaptive,BTI,finance,0.2,0.1,0.1,0.5,0.5,,,,,5,3,4,0,4,0.73,-50.0
wave3_t146_single_review__ind-healthcare,catalog_designed_simulation,planned_unmeasured,test,1dde0930278707a6536aef6e129cfccfa11c6cb60d1bb9d16a5ddb4bc7b105f0,Document automation,review,review,BTI,healthcare,0.2,0.1,0.1,0.5,0.5,,,,,5,4,0,1,2,0.58,625.0
wave3_t147_single_compare__ind-energy,catalog_designed_simulation,planned_unmeasured,train,dcd00b39387fc453b31982b7f03e4513c557b3ed96b2835333b8fff9aa9a5e91,Smart product search,compare,compare,BTI,energy,0.2,0.1,0.1,0.5,0.5,,,,,2,3,0,5,0,0.37,81.25
wave3_t148_single_normal__ind-telecom,catalog_designed_simulation,planned_unmeasured,train,68ce42c27d553a0d5f0b3b5a0cf17ddfc3617decb2c5d5035542e842c86a7621,Research,normal,normal,BTI,telecom,0.2,0.1,0.1,0.5,0.5,,,,,4,4,1,3,2,0.6,6.25
wave3_t149_single_semantic__ind-manufacturing,catalog_designed_simulation,planned_unmeasured,train,dd910a3645b29d0ec34fcb69e47936f92087c7ecf12a4112724a28a2fc8e120a,Smart product search,semantic,semantic,BTI,manufacturing,0.2,0.1,0.1,0.5,0.5,,,,,2,5,3,0,1,0.52,-53.84615384615385
wave3_t150_single_guided__ind-insurance,catalog_designed_simulation,planned_unmeasured,test,fd10f91f67846d47b37e0fe091ef61bea0152155e61575c6198d6102fe96317f,Guided onboarding,guided,guided,BTI,insurance,0.2,0.1,0.1,0.5,0.5,,,,,0,4,5,0,3,0.49,106.66666666666667
wave3_t151_single_behavior__ind-public_sector,catalog_designed_simulation,planned_unmeasured,train,8da539b005badbb838a00475f0c09ef2877460af6aba3d62c96bc50b68ce6165,Personalized discovery,behavior,behavior,BTI,public_sector,0.2,0.1,0.1,0.5,0.5,,,,,4,3,5,2,5,0.78,140.0
wave3_t152_single_faq__ind-retail,catalog_designed_simulation,planned_unmeasured,train,029c35d605dbc703f0db11445b100d1106dcfcad09f48215b6c4546c5f3d3e81,AI customer support,faq,faq,BTI,retail,0.2,0.1,0.1,0.5,0.5,,,,,2,0,5,1,1,0.37,33.333333333333336
wave3_t153_single_extract__ind-manufacturing,catalog_designed_simulation,planned_unmeasured,validation,b827db7d360a4e1385ffe898b67dadc615f294a5825637bdeeae5710120a107e,Document automation,extract,extract,BTI,manufacturing,0.2,0.1,0.1,0.5,0.5,,,,,2,3,1,5,4,0.53,50.0
wave3_t154_single_feedback__ind-telecom,catalog_designed_simulation,planned_unmeasured,train,b68eac64c5538f0029b8057b8b4dd8eeca0dd48e46d2a3fafc95a68ad86b7856,Customer insights,feedback,feedback,BTI,telecom,0.2,0.1,0.1,0.5,0.5,,,,,3,2,3,3,3,0.55,188.88888888888889
wave3_t155_single_review__ind-public_sector,catalog_designed_simulation,planned_unmeasured,test,b3962f7a3995a74a0c39e1ef66e1608d4583727dbd756a901963d915afa467f0,Document automation,review,review,BTI,public_sector,0.2,0.1,0.1,0.5,0.5,,,,,4,4,2,1,0,0.54,0.0
wave3_t156_single_behavior__ind-insurance,catalog_designed_simulation,planned_unmeasured,train,eb1d2f965fea5a17c395e06555f453cb17c4f626946214b733f829aea8068ced,Personalized discovery,behavior,behavior,BTI,insurance,0.2,0.1,0.1,0.5,0.5,,,,,0,0,2,2,0,0.12,30.76923076923077
wave3_t157_single_compare__ind-finance,catalog_designed_simulation,planned_unmeasured,train,2986f977488337c3eb64c1c5eda2fa0ac02f9797e1bce4b40764f6ecca8c3295,Smart product search,compare,compare,BTI,finance,0.2,0.1,0.1,0.5,0.5,,,,,1,1,2,5,0,0.29000000000000004,-80.0
wave3_t158_single_adaptive__ind-healthcare,catalog_designed_simulation,planned_unmeasured,train,c09171332903170ac6080a3274949e8c22a8c75b65db2d5cc3d6c7a7ec927ed1,Guided onboarding,adaptive,adaptive,BTI,healthcare,0.2,0.1,0.1,0.5,0.5,,,,,1,4,3,4,3,0.55,16.666666666666668
wave3_t159_single_sentiment__ind-energy,catalog_designed_simulation,planned_unmeasured,validation,e944d5d561a345d287c6e0e42413e1e03f332d6dd3d80043dcfce5459f1b2be9,Customer insights,sentiment,sentiment,BTI,energy,0.2,0.1,0.1,0.5,0.5,,,,,4,1,1,5,2,0.49,200.0
wave3_t160_single_normal__ind-retail,catalog_designed_simulation,planned_unmeasured,train,1ccd3e0d2e2461e1a9676935b7dab67af74d39c5e15610cf0a769608636cbe20,Research,normal,normal,BTI,retail,0.2,0.1,0.1,0.5,0.5,,,,,5,2,1,1,2,0.52,-66.66666666666667
